order_index,order_date,product_index,customer_index,order_units
17508,02/01/2018,24,4,5
18388,02/01/2018,8,25,7
19222,02/01/2018,11,49,1
19790,02/01/2018,22,25,12
20405,02/01/2018,15,47,9
375,03/01/2018,18,42,17
383,03/01/2018,14,42,1
443,03/01/2018,8,2,13
467,03/01/2018,4,42,7
849,03/01/2018,18,26,5
1269,03/01/2018,17,45,9
1303,03/01/2018,10,28,6
1968,03/01/2018,18,9,8
2267,03/01/2018,7,2,9
2397,03/01/2018,23,17,11
2744,03/01/2018,9,1,15
3051,03/01/2018,22,20,3
3100,03/01/2018,13,1,12
3270,03/01/2018,1,16,7
3447,03/01/2018,18,16,14
3917,03/01/2018,4,5,17
4006,03/01/2018,9,17,16
4314,03/01/2018,4,30,7
4981,03/01/2018,15,3,8
5049,03/01/2018,5,23,15
5240,03/01/2018,14,17,7
5342,03/01/2018,11,7,12
5360,03/01/2018,16,32,5
5415,03/01/2018,1,39,16
5638,03/01/2018,7,49,11
5861,03/01/2018,21,38,2
6389,03/01/2018,17,26,15
6882,03/01/2018,8,19,6
6950,03/01/2018,5,44,9
6953,03/01/2018,9,1,14
6990,03/01/2018,7,40,5
7236,03/01/2018,1,43,16
7586,03/01/2018,18,25,6
7632,03/01/2018,18,43,11
7681,03/01/2018,23,11,4
7688,03/01/2018,18,30,15
7894,03/01/2018,18,36,12
8188,03/01/2018,23,4,1
8352,03/01/2018,7,33,13
8651,03/01/2018,13,16,12
8662,03/01/2018,3,5,15
8876,03/01/2018,11,27,3
8986,03/01/2018,16,19,1
9475,03/01/2018,1,18,1
9787,03/01/2018,21,33,11
10184,03/01/2018,23,28,7
10285,03/01/2018,17,33,3
10309,03/01/2018,21,2,5
10445,03/01/2018,25,45,12
10456,03/01/2018,8,19,15
10536,03/01/2018,4,46,7
10561,03/01/2018,20,42,11
10710,03/01/2018,3,30,6
10950,03/01/2018,17,17,8
11017,03/01/2018,1,23,3
11034,03/01/2018,1,33,16
11136,03/01/2018,23,21,8
11162,03/01/2018,13,46,6
11516,03/01/2018,11,2,16
11901,03/01/2018,1,39,15
12513,03/01/2018,3,46,13
12765,03/01/2018,16,1,14
13387,03/01/2018,9,3,13
13562,03/01/2018,4,26,17
14106,03/01/2018,9,32,16
14149,03/01/2018,13,23,13
14167,03/01/2018,3,7,8
14492,03/01/2018,9,28,16
14854,03/01/2018,23,44,15
15086,03/01/2018,17,9,12
15213,03/01/2018,13,9,17
15551,03/01/2018,8,33,12
15944,03/01/2018,14,44,11
16310,03/01/2018,13,33,2
17253,03/01/2018,25,46,17
17258,03/01/2018,13,46,5
17611,03/01/2018,11,9,9
17682,03/01/2018,20,33,2
17802,03/01/2018,17,46,14
18238,03/01/2018,3,4,5
18307,03/01/2018,14,46,6
19408,03/01/2018,11,42,10
20192,03/01/2018,17,25,10
20600,03/01/2018,11,47,9
20966,03/01/2018,17,45,11
21060,03/01/2018,5,39,3
21274,03/01/2018,1,2,2
21290,03/01/2018,2,28,8
1409,04/01/2018,8,36,5
1522,04/01/2018,18,38,1
1616,04/01/2018,4,47,9
1746,04/01/2018,12,39,6
2651,04/01/2018,13,10,15
2692,04/01/2018,15,16,8
2725,04/01/2018,7,2,5
2966,04/01/2018,18,1,11
3005,04/01/2018,24,9,3
3541,04/01/2018,7,43,6
4058,04/01/2018,14,18,7
4356,04/01/2018,9,25,4
4396,04/01/2018,12,33,14
4887,04/01/2018,3,17,14
5216,04/01/2018,22,45,1
5520,04/01/2018,23,42,7
5618,04/01/2018,18,44,14
6144,04/01/2018,22,21,16
6498,04/01/2018,1,42,10
6892,04/01/2018,1,1,4
7674,04/01/2018,1,1,14
8234,04/01/2018,25,47,12
8235,04/01/2018,7,12,15
8285,04/01/2018,24,39,3
8906,04/01/2018,14,35,8
9253,04/01/2018,4,38,5
9512,04/01/2018,9,27,3
9747,04/01/2018,9,9,14
10355,04/01/2018,20,19,15
10365,04/01/2018,1,46,6
12946,04/01/2018,18,43,6
13076,04/01/2018,25,1,7
13115,04/01/2018,22,4,17
13520,04/01/2018,2,16,5
13899,04/01/2018,18,34,3
14460,04/01/2018,18,17,14
14679,04/01/2018,3,16,15
14887,04/01/2018,11,21,13
15451,04/01/2018,4,27,16
16194,04/01/2018,4,23,12
16564,04/01/2018,18,1,14
16614,04/01/2018,8,17,15
16739,04/01/2018,8,16,7
17351,04/01/2018,16,39,16
17865,04/01/2018,9,23,14
17889,04/01/2018,1,12,6
18757,04/01/2018,4,4,7
18942,04/01/2018,9,44,15
19069,04/01/2018,18,39,3
20595,04/01/2018,18,28,1
20874,04/01/2018,22,32,17
20975,04/01/2018,10,32,15
21094,04/01/2018,18,6,7
21114,04/01/2018,4,27,15
21217,04/01/2018,25,45,2
4,05/01/2018,18,23,11
314,05/01/2018,11,16,7
492,05/01/2018,25,9,8
1022,05/01/2018,13,7,2
1800,05/01/2018,22,21,17
2574,05/01/2018,8,36,15
3161,05/01/2018,7,1,2
3348,05/01/2018,11,33,14
3679,05/01/2018,23,27,16
3729,05/01/2018,4,32,2
3817,05/01/2018,9,46,17
3932,05/01/2018,4,46,12
3957,05/01/2018,22,48,11
4216,05/01/2018,3,47,11
4725,05/01/2018,18,19,2
5284,05/01/2018,8,9,11
5338,05/01/2018,9,1,16
5929,05/01/2018,18,26,9
6306,05/01/2018,20,16,7
6820,05/01/2018,15,47,2
6836,05/01/2018,1,49,10
9197,05/01/2018,21,47,6
9389,05/01/2018,1,9,5
9453,05/01/2018,1,33,2
9632,05/01/2018,25,23,7
10234,05/01/2018,15,26,9
10687,05/01/2018,11,46,9
11666,05/01/2018,10,49,17
11758,05/01/2018,7,1,3
11882,05/01/2018,23,44,13
12828,05/01/2018,2,5,13
13024,05/01/2018,13,28,10
13229,05/01/2018,3,42,9
14427,05/01/2018,3,33,1
14699,05/01/2018,23,16,11
14760,05/01/2018,21,23,4
14770,05/01/2018,21,38,10
14812,05/01/2018,9,43,17
14951,05/01/2018,14,19,4
16425,05/01/2018,11,43,1
16510,05/01/2018,4,28,10
16655,05/01/2018,23,39,8
16893,05/01/2018,2,4,17
18833,05/01/2018,17,19,15
18903,05/01/2018,11,36,12
19059,05/01/2018,13,38,13
19225,05/01/2018,23,12,5
19244,05/01/2018,18,35,7
19313,05/01/2018,11,35,14
19925,05/01/2018,21,18,12
20015,05/01/2018,13,49,4
20280,05/01/2018,13,21,7
20605,05/01/2018,1,19,10
21033,05/01/2018,13,19,11
21220,05/01/2018,17,2,14
131,06/01/2018,22,24,8
270,06/01/2018,13,35,9
504,06/01/2018,14,12,9
1845,06/01/2018,20,38,16
2745,06/01/2018,12,43,10
3171,06/01/2018,22,33,8
3804,06/01/2018,9,46,7
3912,06/01/2018,21,40,5
3971,06/01/2018,7,38,9
4952,06/01/2018,9,28,5
5477,06/01/2018,3,39,14
6163,06/01/2018,12,46,16
6191,06/01/2018,17,43,3
7178,06/01/2018,10,16,12
7247,06/01/2018,10,39,2
8610,06/01/2018,8,39,15
9256,06/01/2018,19,36,13
9762,06/01/2018,4,27,4
9908,06/01/2018,3,46,9
10483,06/01/2018,4,16,8
11173,06/01/2018,7,9,2
11354,06/01/2018,23,38,8
11560,06/01/2018,17,43,2
12204,06/01/2018,20,4,6
13350,06/01/2018,1,17,3
13459,06/01/2018,17,33,8
13528,06/01/2018,20,2,12
13881,06/01/2018,1,45,5
14301,06/01/2018,13,26,10
14638,06/01/2018,21,38,14
14707,06/01/2018,8,9,5
14846,06/01/2018,20,35,11
15069,06/01/2018,9,19,5
15111,06/01/2018,3,16,10
15173,06/01/2018,23,18,13
15738,06/01/2018,24,40,3
16062,06/01/2018,23,1,14
17439,06/01/2018,24,25,13
17794,06/01/2018,19,1,15
17903,06/01/2018,22,12,8
18743,06/01/2018,9,1,1
19028,06/01/2018,17,23,7
19632,06/01/2018,21,46,17
19709,06/01/2018,23,21,4
20801,06/01/2018,11,2,8
21252,06/01/2018,21,25,13
537,07/01/2018,8,23,3
715,07/01/2018,22,36,6
956,07/01/2018,13,27,2
1259,07/01/2018,13,30,1
1570,07/01/2018,11,5,5
1834,07/01/2018,9,44,13
1919,07/01/2018,24,21,16
1967,07/01/2018,3,26,12
1975,07/01/2018,4,27,16
2468,07/01/2018,9,1,3
2532,07/01/2018,4,18,9
2581,07/01/2018,23,38,12
2862,07/01/2018,22,27,7
3311,07/01/2018,21,19,5
3335,07/01/2018,9,7,6
3393,07/01/2018,1,36,7
3645,07/01/2018,23,30,1
4210,07/01/2018,21,9,2
4395,07/01/2018,7,19,16
4703,07/01/2018,17,2,17
4732,07/01/2018,23,18,14
4975,07/01/2018,20,42,4
5488,07/01/2018,21,19,8
5800,07/01/2018,26,2,1
5936,07/01/2018,1,17,11
6047,07/01/2018,14,46,7
6396,07/01/2018,15,36,7
6441,07/01/2018,13,36,13
6471,07/01/2018,9,36,10
6564,07/01/2018,24,1,16
6717,07/01/2018,15,21,4
7508,07/01/2018,19,30,2
7629,07/01/2018,2,1,13
7799,07/01/2018,3,38,11
7827,07/01/2018,13,49,10
8248,07/01/2018,12,10,4
8355,07/01/2018,2,4,10
8460,07/01/2018,1,12,2
8817,07/01/2018,18,1,16
8895,07/01/2018,1,17,3
9062,07/01/2018,14,42,1
9071,07/01/2018,14,38,13
9240,07/01/2018,8,24,4
9274,07/01/2018,7,39,16
9659,07/01/2018,11,44,4
9705,07/01/2018,23,46,16
9757,07/01/2018,1,43,11
9981,07/01/2018,15,18,11
10418,07/01/2018,9,26,11
10823,07/01/2018,9,16,9
11176,07/01/2018,17,30,3
11233,07/01/2018,13,36,15
11602,07/01/2018,18,26,9
11642,07/01/2018,23,4,3
11694,07/01/2018,14,27,16
11730,07/01/2018,18,42,9
11797,07/01/2018,23,2,15
11905,07/01/2018,23,16,2
11925,07/01/2018,4,7,9
12249,07/01/2018,13,18,15
12677,07/01/2018,9,6,3
12689,07/01/2018,25,46,14
12901,07/01/2018,17,36,7
13123,07/01/2018,4,31,4
13261,07/01/2018,1,20,7
13919,07/01/2018,4,21,13
14050,07/01/2018,9,16,10
14064,07/01/2018,3,9,2
14546,07/01/2018,8,21,6
14562,07/01/2018,19,21,16
14799,07/01/2018,3,5,10
15188,07/01/2018,1,29,6
15220,07/01/2018,7,12,6
15481,07/01/2018,9,5,17
15827,07/01/2018,26,12,1
15928,07/01/2018,17,46,8
16188,07/01/2018,14,46,10
16226,07/01/2018,9,18,17
16559,07/01/2018,9,1,17
16673,07/01/2018,23,33,8
16777,07/01/2018,3,26,17
16876,07/01/2018,11,23,8
17324,07/01/2018,7,32,5
17401,07/01/2018,1,43,10
17459,07/01/2018,8,4,10
17572,07/01/2018,19,33,11
17654,07/01/2018,1,19,1
17709,07/01/2018,10,16,3
17711,07/01/2018,13,17,4
17748,07/01/2018,13,5,16
17935,07/01/2018,23,49,4
17992,07/01/2018,9,42,15
17995,07/01/2018,8,44,9
18443,07/01/2018,5,16,2
18570,07/01/2018,9,12,11
18884,07/01/2018,10,3,10
18992,07/01/2018,21,19,1
19205,07/01/2018,11,26,3
19252,07/01/2018,11,4,10
19291,07/01/2018,13,20,16
19310,07/01/2018,13,45,12
19644,07/01/2018,2,45,6
19761,07/01/2018,8,42,12
20239,07/01/2018,23,46,12
20542,07/01/2018,9,32,7
21214,07/01/2018,9,10,10
260,08/01/2018,16,23,12
2197,08/01/2018,23,47,16
2784,08/01/2018,22,25,11
3284,08/01/2018,22,12,3
3625,08/01/2018,14,33,2
3989,08/01/2018,1,26,6
4254,08/01/2018,17,21,7
6403,08/01/2018,12,44,3
6692,08/01/2018,13,19,6
6789,08/01/2018,4,18,4
7848,08/01/2018,13,39,6
9099,08/01/2018,23,20,4
10591,08/01/2018,20,19,15
13378,08/01/2018,1,47,2
13878,08/01/2018,7,32,7
15122,08/01/2018,3,12,4
16292,08/01/2018,24,19,10
19616,08/01/2018,8,44,17
20332,08/01/2018,4,49,16
20829,08/01/2018,11,16,4
146,09/01/2018,19,27,1
435,09/01/2018,23,1,17
516,09/01/2018,13,30,15
630,09/01/2018,23,12,2
1216,09/01/2018,13,2,12
1840,09/01/2018,16,46,8
2307,09/01/2018,9,19,2
2670,09/01/2018,7,43,11
2734,09/01/2018,4,4,4
3243,09/01/2018,9,19,8
3801,09/01/2018,9,21,15
4157,09/01/2018,1,36,8
5011,09/01/2018,23,30,12
5955,09/01/2018,18,6,15
6447,09/01/2018,17,45,14
6588,09/01/2018,10,2,9
6592,09/01/2018,23,16,15
7637,09/01/2018,14,33,15
7797,09/01/2018,18,1,15
8000,09/01/2018,23,49,4
8362,09/01/2018,22,24,6
9486,09/01/2018,4,33,11
9506,09/01/2018,17,16,8
10061,09/01/2018,11,27,14
10398,09/01/2018,9,6,2
10450,09/01/2018,8,9,7
11780,09/01/2018,9,27,7
11781,09/01/2018,21,21,2
12622,09/01/2018,17,7,11
12880,09/01/2018,9,44,11
12978,09/01/2018,24,23,17
13627,09/01/2018,1,26,2
13852,09/01/2018,11,33,6
14168,09/01/2018,17,42,9
14645,09/01/2018,7,36,17
15607,09/01/2018,3,12,10
15873,09/01/2018,1,42,11
16293,09/01/2018,25,4,4
16503,09/01/2018,18,47,13
16649,09/01/2018,12,27,3
17144,09/01/2018,13,43,14
17767,09/01/2018,1,19,3
18587,09/01/2018,4,43,4
18727,09/01/2018,7,26,9
19088,09/01/2018,1,43,14
19090,09/01/2018,25,26,13
19108,09/01/2018,19,27,10
19342,09/01/2018,18,16,3
19347,09/01/2018,9,32,9
19392,09/01/2018,23,21,11
19756,09/01/2018,11,46,5
19794,09/01/2018,8,23,13
19800,09/01/2018,11,49,4
20435,09/01/2018,11,21,4
20611,09/01/2018,8,26,2
21153,09/01/2018,8,16,11
746,10/01/2018,7,35,13
948,10/01/2018,19,18,5
955,10/01/2018,3,2,7
985,10/01/2018,22,7,14
1543,10/01/2018,13,43,4
1789,10/01/2018,1,28,16
2252,10/01/2018,24,23,7
2642,10/01/2018,14,5,11
2903,10/01/2018,22,44,16
3336,10/01/2018,4,35,14
3579,10/01/2018,1,36,12
3591,10/01/2018,3,10,10
3735,10/01/2018,8,39,7
3781,10/01/2018,9,8,1
3956,10/01/2018,18,17,6
4000,10/01/2018,21,23,10
4472,10/01/2018,22,1,13
4568,10/01/2018,18,19,6
4777,10/01/2018,8,16,11
4833,10/01/2018,21,23,15
5165,10/01/2018,8,3,4
5500,10/01/2018,24,42,12
5526,10/01/2018,3,5,2
5538,10/01/2018,17,47,2
5859,10/01/2018,21,9,1
5942,10/01/2018,8,10,1
6289,10/01/2018,24,11,3
6487,10/01/2018,22,26,11
6591,10/01/2018,7,1,14
6632,10/01/2018,13,43,8
6939,10/01/2018,4,14,5
7493,10/01/2018,19,38,1
7545,10/01/2018,4,43,7
7702,10/01/2018,22,10,7
7793,10/01/2018,16,4,14
7835,10/01/2018,3,46,7
8520,10/01/2018,25,47,12
8644,10/01/2018,25,12,9
8681,10/01/2018,11,42,6
8790,10/01/2018,1,2,9
8843,10/01/2018,9,47,16
8921,10/01/2018,5,45,5
9021,10/01/2018,3,38,7
9558,10/01/2018,22,42,15
9564,10/01/2018,18,10,6
9690,10/01/2018,21,36,4
10018,10/01/2018,4,41,16
10195,10/01/2018,10,10,4
10331,10/01/2018,12,12,9
10384,10/01/2018,8,23,8
10449,10/01/2018,22,19,17
12081,10/01/2018,9,46,13
12348,10/01/2018,4,9,17
13235,10/01/2018,23,18,2
14194,10/01/2018,23,6,10
14223,10/01/2018,22,2,8
14277,10/01/2018,1,26,15
15614,10/01/2018,14,34,13
15812,10/01/2018,8,9,13
15829,10/01/2018,22,21,11
16054,10/01/2018,8,30,11
16315,10/01/2018,21,7,5
16699,10/01/2018,4,5,13
16744,10/01/2018,13,17,4
16758,10/01/2018,13,40,11
16869,10/01/2018,19,43,3
17497,10/01/2018,11,2,14
17589,10/01/2018,18,9,13
17830,10/01/2018,26,32,17
18505,10/01/2018,21,47,10
18555,10/01/2018,21,23,12
19062,10/01/2018,10,25,5
19360,10/01/2018,20,45,6
19567,10/01/2018,7,39,10
20178,10/01/2018,14,45,13
20735,10/01/2018,14,42,8
21121,10/01/2018,14,20,2
3482,11/01/2018,11,47,10
4964,11/01/2018,8,44,13
5668,11/01/2018,15,18,12
5779,11/01/2018,22,30,11
6457,11/01/2018,8,42,14
11686,11/01/2018,13,25,10
11792,11/01/2018,10,33,10
12433,11/01/2018,22,46,12
12479,11/01/2018,23,4,11
13006,11/01/2018,11,46,15
15139,11/01/2018,15,4,6
17608,11/01/2018,14,23,16
19824,11/01/2018,20,27,9
20526,11/01/2018,19,21,9
21287,11/01/2018,1,26,9
5494,12/01/2018,8,23,16
7117,12/01/2018,11,16,8
7675,12/01/2018,18,21,7
11332,12/01/2018,25,19,4
14669,12/01/2018,21,44,10
16061,12/01/2018,24,49,16
20743,12/01/2018,18,12,16
21178,12/01/2018,21,18,15
24,13/01/2018,15,33,7
225,13/01/2018,20,21,14
448,13/01/2018,22,1,8
1018,13/01/2018,13,1,3
2306,13/01/2018,13,26,9
2991,13/01/2018,4,27,9
3827,13/01/2018,1,19,2
4202,13/01/2018,23,1,5
4464,13/01/2018,18,20,14
4481,13/01/2018,25,23,12
4763,13/01/2018,14,24,1
5695,13/01/2018,21,47,2
6019,13/01/2018,11,47,17
7161,13/01/2018,17,2,17
7384,13/01/2018,1,33,1
7567,13/01/2018,25,2,14
8385,13/01/2018,3,46,10
8449,13/01/2018,3,26,5
10489,13/01/2018,8,40,3
10519,13/01/2018,9,16,4
11264,13/01/2018,9,28,10
11345,13/01/2018,9,36,14
12585,13/01/2018,3,6,3
12939,13/01/2018,1,31,6
13155,13/01/2018,24,28,2
14570,13/01/2018,8,49,3
15343,13/01/2018,22,14,9
15818,13/01/2018,13,39,5
15842,13/01/2018,4,19,16
15919,13/01/2018,10,1,11
17028,13/01/2018,23,27,9
17280,13/01/2018,1,19,3
17521,13/01/2018,17,49,12
18781,13/01/2018,8,6,16
19020,13/01/2018,9,2,13
20388,13/01/2018,17,35,9
20575,13/01/2018,1,42,2
20845,13/01/2018,18,23,8
121,14/01/2018,22,46,7
12542,14/01/2018,1,17,9
15047,14/01/2018,17,28,15
15271,14/01/2018,4,30,15
16486,14/01/2018,14,42,5
17885,14/01/2018,11,26,9
19683,14/01/2018,11,28,11
2639,15/01/2018,9,6,4
15756,15/01/2018,8,4,7
19844,15/01/2018,18,19,11
160,16/01/2018,22,1,9
445,16/01/2018,9,44,2
590,16/01/2018,14,39,12
639,16/01/2018,18,46,6
783,16/01/2018,3,36,10
808,16/01/2018,2,38,16
813,16/01/2018,17,2,13
987,16/01/2018,8,42,17
1000,16/01/2018,14,17,10
1055,16/01/2018,11,36,13
1157,16/01/2018,4,23,3
1304,16/01/2018,23,9,15
2224,16/01/2018,18,42,10
2385,16/01/2018,14,49,6
2818,16/01/2018,11,4,4
2972,16/01/2018,4,27,5
3073,16/01/2018,17,12,2
3318,16/01/2018,18,39,5
4226,16/01/2018,23,42,16
4508,16/01/2018,3,27,16
4761,16/01/2018,4,39,13
4771,16/01/2018,3,43,1
4883,16/01/2018,1,21,8
5251,16/01/2018,14,23,4
5903,16/01/2018,22,19,6
6297,16/01/2018,25,18,2
6838,16/01/2018,9,46,16
7213,16/01/2018,21,18,17
7227,16/01/2018,8,30,13
7425,16/01/2018,23,48,16
7616,16/01/2018,1,16,4
8036,16/01/2018,18,21,4
8118,16/01/2018,18,48,5
8726,16/01/2018,17,24,8
9245,16/01/2018,1,5,8
9823,16/01/2018,5,43,7
9868,16/01/2018,1,40,7
9900,16/01/2018,8,44,15
10586,16/01/2018,4,43,16
10722,16/01/2018,13,19,11
10822,16/01/2018,15,9,3
10888,16/01/2018,25,25,10
11091,16/01/2018,11,18,11
11399,16/01/2018,16,5,14
11691,16/01/2018,11,30,5
11699,16/01/2018,17,1,2
12334,16/01/2018,20,27,13
12359,16/01/2018,15,4,6
12442,16/01/2018,1,32,10
12707,16/01/2018,1,38,6
13595,16/01/2018,1,27,3
13724,16/01/2018,7,42,13
13856,16/01/2018,3,33,8
14142,16/01/2018,20,2,8
14374,16/01/2018,13,16,1
14436,16/01/2018,14,4,7
14791,16/01/2018,11,19,16
14809,16/01/2018,18,24,13
15209,16/01/2018,22,8,14
15574,16/01/2018,17,2,14
15648,16/01/2018,8,33,12
15671,16/01/2018,10,39,17
16046,16/01/2018,10,4,7
16143,16/01/2018,13,32,7
16187,16/01/2018,24,21,1
16844,16/01/2018,7,46,5
17105,16/01/2018,22,19,7
18318,16/01/2018,14,31,9
18354,16/01/2018,18,38,7
18368,16/01/2018,12,45,9
19050,16/01/2018,8,46,8
19102,16/01/2018,1,19,11
19552,16/01/2018,10,6,7
19913,16/01/2018,18,45,4
20505,16/01/2018,13,47,2
20663,16/01/2018,22,12,3
20731,16/01/2018,24,38,7
21167,16/01/2018,20,12,7
21263,16/01/2018,10,12,7
350,17/01/2018,10,42,3
681,17/01/2018,24,44,15
926,17/01/2018,18,9,7
1047,17/01/2018,13,27,12
1505,17/01/2018,5,1,17
2062,17/01/2018,21,18,11
2064,17/01/2018,3,28,4
2379,17/01/2018,23,38,10
3290,17/01/2018,8,7,17
3686,17/01/2018,13,43,17
4145,17/01/2018,15,44,5
4781,17/01/2018,24,30,8
5345,17/01/2018,13,26,8
5461,17/01/2018,8,49,4
6206,17/01/2018,10,2,11
7309,17/01/2018,8,43,16
7359,17/01/2018,14,46,7
7736,17/01/2018,3,45,15
8488,17/01/2018,24,33,1
9967,17/01/2018,7,2,9
11611,17/01/2018,1,35,11
12012,17/01/2018,23,27,6
12327,17/01/2018,9,7,9
13344,17/01/2018,25,42,6
13556,17/01/2018,19,9,10
13743,17/01/2018,4,21,12
14640,17/01/2018,13,40,7
14890,17/01/2018,3,45,16
15360,17/01/2018,22,14,15
15385,17/01/2018,22,39,7
15565,17/01/2018,4,46,10
15765,17/01/2018,5,20,4
16970,17/01/2018,1,21,12
17568,17/01/2018,20,7,13
17785,17/01/2018,22,39,12
17839,17/01/2018,21,45,8
18846,17/01/2018,23,46,4
18862,17/01/2018,14,24,5
19465,17/01/2018,8,1,12
19948,17/01/2018,18,17,11
20282,17/01/2018,7,27,9
20763,17/01/2018,2,39,12
20866,17/01/2018,18,38,4
20989,17/01/2018,11,18,8
268,18/01/2018,11,39,11
309,18/01/2018,4,30,16
400,18/01/2018,1,21,3
643,18/01/2018,23,20,1
896,18/01/2018,2,33,4
1392,18/01/2018,2,46,1
1509,18/01/2018,21,3,6
2037,18/01/2018,17,39,8
2187,18/01/2018,4,35,14
2253,18/01/2018,25,3,5
3088,18/01/2018,10,42,15
3177,18/01/2018,4,32,5
3197,18/01/2018,14,45,16
3315,18/01/2018,13,43,3
3558,18/01/2018,15,24,15
3672,18/01/2018,13,6,13
3904,18/01/2018,17,21,4
3966,18/01/2018,8,7,12
4113,18/01/2018,20,18,16
4116,18/01/2018,23,42,11
4225,18/01/2018,18,27,13
4427,18/01/2018,24,46,12
4660,18/01/2018,7,10,10
4681,18/01/2018,10,24,13
4705,18/01/2018,1,6,7
4808,18/01/2018,4,1,9
5129,18/01/2018,24,39,16
5143,18/01/2018,9,19,10
5225,18/01/2018,25,36,3
5455,18/01/2018,14,10,12
5491,18/01/2018,18,36,17
5671,18/01/2018,22,4,16
5829,18/01/2018,20,9,16
5874,18/01/2018,1,16,15
5913,18/01/2018,18,33,2
5971,18/01/2018,24,31,5
6407,18/01/2018,21,45,7
6425,18/01/2018,13,40,5
6616,18/01/2018,23,3,16
6862,18/01/2018,1,20,9
7105,18/01/2018,11,46,9
7166,18/01/2018,25,5,8
7169,18/01/2018,1,46,8
7424,18/01/2018,22,33,5
7732,18/01/2018,10,38,2
7814,18/01/2018,18,46,10
7906,18/01/2018,18,18,6
7945,18/01/2018,21,43,10
7956,18/01/2018,9,1,5
8129,18/01/2018,25,11,13
8202,18/01/2018,9,16,4
8437,18/01/2018,4,33,8
8468,18/01/2018,9,18,2
8586,18/01/2018,9,4,3
8879,18/01/2018,4,1,6
8885,18/01/2018,18,19,16
9648,18/01/2018,21,42,2
9792,18/01/2018,13,21,7
9970,18/01/2018,22,24,9
9992,18/01/2018,13,35,8
10733,18/01/2018,13,9,7
11036,18/01/2018,25,1,15
11072,18/01/2018,8,25,12
11289,18/01/2018,8,2,4
11419,18/01/2018,4,21,8
11505,18/01/2018,21,45,10
11577,18/01/2018,1,7,9
11594,18/01/2018,18,23,1
11728,18/01/2018,21,18,14
11834,18/01/2018,8,39,11
