order_index,order_date,product_index,customer_index,order_units
18201,05/01/2020,9,16,15
18241,05/01/2020,21,18,12
18507,05/01/2020,22,4,11
18791,05/01/2020,15,16,1
19899,05/01/2020,26,43,7
20387,05/01/2020,14,11,8
21110,05/01/2020,6,45,9
21252,05/01/2020,14,8,13
21338,05/01/2020,10,49,1
21673,05/01/2020,15,39,1
21881,05/01/2020,14,39,2
22323,05/01/2020,14,36,14
22413,05/01/2020,22,21,9
22447,05/01/2020,6,36,4
22460,05/01/2020,26,29,4
22542,05/01/2020,23,23,11
23611,05/01/2020,5,27,1
23638,05/01/2020,16,16,9
23782,05/01/2020,19,13,8
24203,05/01/2020,10,1,1
24333,05/01/2020,6,26,1
24373,05/01/2020,16,45,3
24506,05/01/2020,4,23,6
22650,06/01/2020,21,43,6
22797,06/01/2020,10,18,14
326,07/01/2020,7,13,3
542,07/01/2020,7,2,11
1553,07/01/2020,15,12,4
1558,07/01/2020,25,18,9
2400,07/01/2020,10,34,17
2814,07/01/2020,8,28,2
2862,07/01/2020,17,9,10
3055,07/01/2020,26,14,1
3075,07/01/2020,10,48,12
3663,07/01/2020,16,2,4
3799,07/01/2020,16,49,1
4171,07/01/2020,4,32,16
4190,07/01/2020,15,28,3
4308,07/01/2020,19,28,2
4447,07/01/2020,17,49,3
5539,07/01/2020,22,35,9
6066,07/01/2020,12,46,8
6141,07/01/2020,5,44,16
6197,07/01/2020,19,46,1
6576,07/01/2020,16,32,14
6777,07/01/2020,10,5,13
6826,07/01/2020,15,36,13
6866,07/01/2020,10,23,7
7564,07/01/2020,22,45,16
7584,07/01/2020,3,8,16
7734,07/01/2020,25,11,14
7791,07/01/2020,22,8,7
8153,07/01/2020,16,28,2
8663,07/01/2020,7,39,10
10044,07/01/2020,22,40,9
10571,07/01/2020,9,37,17
11364,07/01/2020,6,18,14
11585,07/01/2020,6,36,16
11759,07/01/2020,25,14,1
12171,07/01/2020,22,40,16
12819,07/01/2020,14,37,11
12898,07/01/2020,8,12,5
12935,07/01/2020,6,32,7
13385,07/01/2020,21,21,7
14421,07/01/2020,4,21,4
14539,07/01/2020,21,41,9
14629,07/01/2020,3,43,7
15238,07/01/2020,3,49,11
15712,07/01/2020,17,30,13
15816,07/01/2020,25,29,9
16077,07/01/2020,22,4,5
16148,07/01/2020,16,43,12
16160,07/01/2020,9,38,2
16583,07/01/2020,8,8,1
16609,07/01/2020,6,40,8
16824,07/01/2020,3,36,7
16956,07/01/2020,7,36,16
17386,07/01/2020,10,14,7
17760,07/01/2020,8,16,12
18449,07/01/2020,17,8,9
19079,07/01/2020,9,28,5
19107,07/01/2020,14,27,10
19302,07/01/2020,14,14,15
19565,07/01/2020,15,43,7
19662,07/01/2020,16,28,8
19781,07/01/2020,7,49,17
19849,07/01/2020,26,35,2
19896,07/01/2020,6,49,14
20691,07/01/2020,20,32,9
20735,07/01/2020,25,31,10
21680,07/01/2020,26,39,14
22733,07/01/2020,10,7,13
23395,07/01/2020,26,49,13
23706,07/01/2020,9,18,7
23766,07/01/2020,6,16,15
24111,07/01/2020,9,41,4
24242,07/01/2020,3,16,16
24582,07/01/2020,18,23,8
573,08/01/2020,23,32,5
946,08/01/2020,8,48,10
1131,08/01/2020,24,21,4
1135,08/01/2020,21,45,2
1364,08/01/2020,12,37,17
1595,08/01/2020,23,27,11
1765,08/01/2020,22,40,4
2109,08/01/2020,3,23,16
2394,08/01/2020,3,46,2
2896,08/01/2020,4,35,7
2898,08/01/2020,16,36,6
3647,08/01/2020,6,30,14
3910,08/01/2020,9,35,15
3921,08/01/2020,20,32,15
4327,08/01/2020,14,43,14
4524,08/01/2020,6,10,1
4770,08/01/2020,20,17,12
4800,08/01/2020,9,36,17
5063,08/01/2020,6,16,13
5230,08/01/2020,3,48,3
5290,08/01/2020,22,7,7
5823,08/01/2020,12,28,16
5869,08/01/2020,18,36,15
5915,08/01/2020,23,10,5
6322,08/01/2020,21,20,12
6488,08/01/2020,3,5,2
6976,08/01/2020,23,4,1
7777,08/01/2020,10,4,13
7910,08/01/2020,3,20,2
8844,08/01/2020,9,41,12
9051,08/01/2020,16,16,5
9320,08/01/2020,23,46,1
9498,08/01/2020,20,4,14
9604,08/01/2020,10,27,4
9682,08/01/2020,5,17,11
9791,08/01/2020,3,13,17
10218,08/01/2020,10,7,16
10445,08/01/2020,22,39,17
11345,08/01/2020,19,26,7
11649,08/01/2020,10,23,15
11728,08/01/2020,20,43,6
11975,08/01/2020,14,18,3
13085,08/01/2020,20,19,3
13403,08/01/2020,8,48,12
13678,08/01/2020,12,10,10
14126,08/01/2020,9,2,6
14466,08/01/2020,10,17,7
14521,08/01/2020,23,44,16
14734,08/01/2020,6,36,15
14990,08/01/2020,2,22,8
15932,08/01/2020,12,17,1
16266,08/01/2020,20,41,7
16665,08/01/2020,10,2,2
16972,08/01/2020,21,27,9
17170,08/01/2020,20,32,15
18196,08/01/2020,11,20,14
19265,08/01/2020,23,11,15
19431,08/01/2020,23,7,9
20109,08/01/2020,4,28,3
20351,08/01/2020,15,43,10
20996,08/01/2020,21,41,1
21266,08/01/2020,14,40,1
22287,08/01/2020,7,19,9
22628,08/01/2020,23,36,14
23084,08/01/2020,17,8,2
24476,08/01/2020,23,4,1
13,09/01/2020,16,31,2
363,09/01/2020,3,16,3
666,09/01/2020,17,11,5
993,09/01/2020,12,20,10
2130,09/01/2020,9,48,17
2458,09/01/2020,21,32,12
2495,09/01/2020,16,23,9
2886,09/01/2020,16,37,1
3200,09/01/2020,12,13,4
3593,09/01/2020,8,44,13
3956,09/01/2020,14,4,3
3985,09/01/2020,16,41,9
4963,09/01/2020,19,14,8
5117,09/01/2020,10,49,17
5938,09/01/2020,14,10,9
6435,09/01/2020,14,20,7
6438,09/01/2020,25,23,15
6731,09/01/2020,10,36,11
6745,09/01/2020,9,10,10
7311,09/01/2020,16,49,10
7927,09/01/2020,2,37,3
8072,09/01/2020,10,10,17
8215,09/01/2020,9,46,11
9390,09/01/2020,17,32,10
9451,09/01/2020,17,39,6
9519,09/01/2020,16,45,13
9775,09/01/2020,10,10,5
10071,09/01/2020,21,27,9
10419,09/01/2020,3,32,7
10727,09/01/2020,21,39,8
10781,09/01/2020,4,35,5
10957,09/01/2020,19,15,7
11652,09/01/2020,10,16,16
11848,09/01/2020,4,8,11
11915,09/01/2020,10,5,6
12225,09/01/2020,6,37,4
12487,09/01/2020,25,30,15
12535,09/01/2020,9,41,17
13257,09/01/2020,10,18,6
13386,09/01/2020,4,10,15
13758,09/01/2020,5,15,10
14180,09/01/2020,5,13,10
14989,09/01/2020,26,32,6
15095,09/01/2020,9,45,4
15273,09/01/2020,8,13,17
15393,09/01/2020,22,23,9
15591,09/01/2020,10,7,15
15726,09/01/2020,8,2,14
16132,09/01/2020,25,39,14
16195,09/01/2020,8,2,4
16365,09/01/2020,4,23,16
16476,09/01/2020,18,35,7
16570,09/01/2020,8,5,16
16591,09/01/2020,12,20,17
16690,09/01/2020,16,45,17
16927,09/01/2020,23,5,1
16978,09/01/2020,16,12,17
18054,09/01/2020,23,45,1
19474,09/01/2020,12,5,11
19631,09/01/2020,16,17,16
19792,09/01/2020,21,28,12
19927,09/01/2020,20,9,6
20307,09/01/2020,21,37,3
20936,09/01/2020,8,16,5
21125,09/01/2020,16,7,8
21406,09/01/2020,16,5,17
21599,09/01/2020,7,36,6
21870,09/01/2020,20,16,7
22309,09/01/2020,22,39,16
22968,09/01/2020,10,32,7
23644,09/01/2020,14,46,11
23682,09/01/2020,9,10,5
24193,09/01/2020,8,34,10
1412,10/01/2020,6,29,6
2227,10/01/2020,9,31,3
2568,10/01/2020,15,21,11
2796,10/01/2020,15,32,1
3638,10/01/2020,8,17,1
5215,10/01/2020,8,4,9
5367,10/01/2020,23,30,10
7448,10/01/2020,20,14,16
8401,10/01/2020,21,43,5
8896,10/01/2020,23,41,16
10181,10/01/2020,6,37,7
11833,10/01/2020,17,38,4
14800,10/01/2020,23,16,2
15272,10/01/2020,10,39,9
19822,10/01/2020,23,28,4
21519,10/01/2020,17,5,14
23056,10/01/2020,3,39,16
246,11/01/2020,12,14,8
553,11/01/2020,21,48,11
582,11/01/2020,16,5,2
773,11/01/2020,26,28,2
1244,11/01/2020,15,4,4
1739,11/01/2020,14,36,6
2229,11/01/2020,16,8,5
2876,11/01/2020,15,44,10
3045,11/01/2020,10,22,5
3234,11/01/2020,17,22,16
4030,11/01/2020,18,18,9
4591,11/01/2020,4,18,14
4634,11/01/2020,12,49,10
4691,11/01/2020,5,2,3
4728,11/01/2020,15,34,9
4922,11/01/2020,18,4,12
5346,11/01/2020,9,18,16
5500,11/01/2020,12,8,11
6398,11/01/2020,2,20,2
6490,11/01/2020,22,32,5
7220,11/01/2020,19,8,7
8190,11/01/2020,6,39,8
8228,11/01/2020,26,10,11
8273,11/01/2020,16,28,11
8426,11/01/2020,9,28,6
9028,11/01/2020,10,8,1
9238,11/01/2020,3,31,16
9858,11/01/2020,6,31,17
10103,11/01/2020,19,20,10
10275,11/01/2020,20,39,9
10318,11/01/2020,25,5,2
11218,11/01/2020,21,45,1
11619,11/01/2020,4,18,1
11938,11/01/2020,20,9,7
12156,11/01/2020,11,13,8
12488,11/01/2020,21,26,8
12528,11/01/2020,22,7,2
13000,11/01/2020,17,31,7
13041,11/01/2020,22,2,9
13146,11/01/2020,19,45,7
13330,11/01/2020,9,23,8
13907,11/01/2020,3,40,4
14130,11/01/2020,17,34,6
14198,11/01/2020,21,10,15
14520,11/01/2020,12,12,6
15104,11/01/2020,10,49,14
15225,11/01/2020,6,38,6
15548,11/01/2020,9,37,2
15659,11/01/2020,20,16,7
15829,11/01/2020,16,10,7
16585,11/01/2020,20,2,12
16739,11/01/2020,3,11,1
17289,11/01/2020,13,14,13
17657,11/01/2020,16,22,12
17815,11/01/2020,8,48,17
18195,11/01/2020,20,49,9
18513,11/01/2020,5,11,16
19349,11/01/2020,8,25,2
19418,11/01/2020,9,43,11
19587,11/01/2020,23,14,15
19760,11/01/2020,17,21,16
20088,11/01/2020,26,40,5
20594,11/01/2020,9,17,10
20719,11/01/2020,4,36,3
21042,11/01/2020,9,39,12
21694,11/01/2020,5,18,1
22037,11/01/2020,2,47,17
22606,11/01/2020,22,16,10
23026,11/01/2020,26,16,4
23575,11/01/2020,20,30,3
23619,11/01/2020,21,14,5
23721,11/01/2020,10,35,12
23851,11/01/2020,23,20,14
24027,11/01/2020,25,11,17
1333,12/01/2020,22,49,3
2659,12/01/2020,7,47,2
3183,12/01/2020,7,37,12
5464,12/01/2020,9,7,5
8499,12/01/2020,15,14,7
8622,12/01/2020,10,36,8
9595,12/01/2020,12,41,1
10281,12/01/2020,9,14,8
11062,12/01/2020,3,48,7
11426,12/01/2020,8,30,17
11968,12/01/2020,23,28,17
12271,12/01/2020,8,37,17
12470,12/01/2020,10,48,2
13160,12/01/2020,17,39,1
13759,12/01/2020,16,5,14
14779,12/01/2020,11,25,10
14856,12/01/2020,25,7,8
16279,12/01/2020,17,28,8
16784,12/01/2020,17,32,17
17134,12/01/2020,2,23,4
17258,12/01/2020,3,39,9
18626,12/01/2020,20,13,1
19436,12/01/2020,16,8,3
19617,12/01/2020,20,15,6
20493,12/01/2020,22,14,14
20897,12/01/2020,19,12,17
21028,12/01/2020,19,20,15
21135,12/01/2020,26,43,5
22172,12/01/2020,14,16,6
23954,12/01/2020,4,20,11
884,13/01/2020,15,44,9
1314,13/01/2020,10,23,4
1414,13/01/2020,20,15,15
2113,13/01/2020,7,5,5
2507,13/01/2020,4,28,5
2970,13/01/2020,6,43,14
3424,13/01/2020,19,18,10
3588,13/01/2020,23,21,1
3787,13/01/2020,21,35,13
4669,13/01/2020,14,4,10
4744,13/01/2020,22,18,11
4824,13/01/2020,8,46,9
5032,13/01/2020,21,49,1
5050,13/01/2020,5,16,13
5516,13/01/2020,6,7,17
5814,13/01/2020,6,37,17
6076,13/01/2020,9,16,10
6393,13/01/2020,19,16,11
6523,13/01/2020,22,38,10
7219,13/01/2020,14,8,2
7320,13/01/2020,6,8,5
7332,13/01/2020,16,49,10
7668,13/01/2020,4,48,7
8480,13/01/2020,23,29,1
9086,13/01/2020,16,10,10
9476,13/01/2020,3,43,10
9867,13/01/2020,6,10,7
9941,13/01/2020,10,29,7
10145,13/01/2020,17,39,12
10444,13/01/2020,15,16,6
10593,13/01/2020,16,39,16
11085,13/01/2020,25,37,17
11207,13/01/2020,5,26,15
11982,13/01/2020,17,23,15
12196,13/01/2020,12,36,10
12560,13/01/2020,22,32,15
12660,13/01/2020,8,20,12
13598,13/01/2020,7,26,14
13752,13/01/2020,6,39,15
13808,13/01/2020,4,9,15
14118,13/01/2020,25,32,12
15396,13/01/2020,21,41,4
16982,13/01/2020,4,48,10
16983,13/01/2020,3,8,16
17202,13/01/2020,2,14,1
21232,13/01/2020,9,5,12
21276,13/01/2020,3,49,1
21331,13/01/2020,22,32,16
21923,13/01/2020,23,7,9
23082,13/01/2020,6,4,10
23336,13/01/2020,10,5,9
24249,13/01/2020,6,10,8
645,14/01/2020,11,16,11
1242,14/01/2020,23,28,17
12966,14/01/2020,15,16,6
15836,14/01/2020,6,10,8
15942,14/01/2020,9,48,8
20366,14/01/2020,25,49,11
188,15/01/2020,23,43,14
763,15/01/2020,9,38,4
1950,15/01/2020,8,12,8
2252,15/01/2020,20,39,16
2891,15/01/2020,14,7,10
2910,15/01/2020,2,36,11
2920,15/01/2020,7,41,4
3302,15/01/2020,9,23,2
3561,15/01/2020,15,12,5
5120,15/01/2020,24,35,2
5675,15/01/2020,11,8,7
5694,15/01/2020,10,19,10
6195,15/01/2020,3,41,3
6278,15/01/2020,17,39,2
6925,15/01/2020,12,14,16
8050,15/01/2020,21,21,7
8052,15/01/2020,20,5,13
8427,15/01/2020,5,2,13
8815,15/01/2020,12,10,7
9467,15/01/2020,17,5,1
9819,15/01/2020,16,37,11
10070,15/01/2020,9,9,11
10363,15/01/2020,16,43,17
11865,15/01/2020,20,9,2
12107,15/01/2020,10,23,12
12197,15/01/2020,4,37,7
12655,15/01/2020,22,41,10
12801,15/01/2020,9,45,13
13091,15/01/2020,3,40,14
14121,15/01/2020,22,31,1
14185,15/01/2020,16,13,1
14712,15/01/2020,9,37,13
15698,15/01/2020,22,23,9
15699,15/01/2020,11,10,15
15909,15/01/2020,25,23,16
15993,15/01/2020,16,45,14
16809,15/01/2020,6,12,6
17197,15/01/2020,6,8,16
18249,15/01/2020,10,16,16
18786,15/01/2020,12,17,15
19121,15/01/2020,12,35,13
19153,15/01/2020,9,16,15
19861,15/01/2020,15,7,14
22951,15/01/2020,11,19,10
23287,15/01/2020,19,25,1
24401,15/01/2020,12,43,14
24478,15/01/2020,21,5,1
20,16/01/2020,24,41,14
1017,16/01/2020,7,22,8
2714,16/01/2020,22,18,13
3018,16/01/2020,25,47,3
4301,16/01/2020,26,40,7
5474,16/01/2020,15,40,15
6720,16/01/2020,15,37,11
7503,16/01/2020,16,46,13
9435,16/01/2020,22,40,14
10108,16/01/2020,24,49,2
10437,16/01/2020,14,22,14
10629,16/01/2020,3,41,8
11506,16/01/2020,16,48,13
12758,16/01/2020,6,4,3
13003,16/01/2020,14,10,2
13153,16/01/2020,17,23,17
15027,16/01/2020,14,2,2
17790,16/01/2020,23,18,2
19378,16/01/2020,5,7,5
20294,16/01/2020,10,44,17
20749,16/01/2020,16,37,12
21170,16/01/2020,4,44,3
21587,16/01/2020,3,24,7
22747,16/01/2020,22,23,13
23378,16/01/2020,9,5,3
23389,16/01/2020,8,27,8
441,17/01/2020,6,46,8
515,17/01/2020,3,47,15
712,17/01/2020,15,5,6
916,17/01/2020,4,39,16
1848,17/01/2020,3,32,5
3547,17/01/2020,19,9,2
4656,17/01/2020,9,39,16
5016,17/01/2020,15,37,15
5410,17/01/2020,21,13,14
6134,17/01/2020,4,35,10
6681,17/01/2020,7,14,16
6811,17/01/2020,6,31,12
7136,17/01/2020,16,7,2
8343,17/01/2020,14,39,15
8462,17/01/2020,25,40,2
8756,17/01/2020,14,23,13
10771,17/01/2020,3,14,7
10775,17/01/2020,5,39,9
10880,17/01/2020,6,17,8
11654,17/01/2020,3,27,14
11781,17/01/2020,3,35,6
11858,17/01/2020,21,16,4
11879,17/01/2020,12,18,17
13725,17/01/2020,23,14,8
13763,17/01/2020,21,46,14
15039,17/01/2020,23,16,11
15326,17/01/2020,15,48,17
15839,17/01/2020,16,42,15
16460,17/01/2020,23,41,11
16689,17/01/2020,22,15,8
16931,17/01/2020,21,41,1
18412,17/01/2020,23,4,9
18816,17/01/2020,22,45,15
19129,17/01/2020,3,20,7
19192,17/01/2020,22,16,5
20164,17/01/2020,23,16,13
20551,17/01/2020,8,40,11
21637,17/01/2020,18,35,11
21730,17/01/2020,21,1,10
23185,17/01/2020,7,41,10
23437,17/01/2020,6,5,17
23535,17/01/2020,3,16,10
23916,17/01/2020,20,5,6
23984,17/01/2020,9,37,16
69,18/01/2020,16,35,9
237,18/01/2020,26,16,7
425,18/01/2020,22,28,1
569,18/01/2020,20,10,3
777,18/01/2020,12,28,17
899,18/01/2020,12,41,7
1467,18/01/2020,15,7,2
2322,18/01/2020,12,9,12
2417,18/01/2020,19,31,11
2572,18/01/2020,8,36,10
3755,18/01/2020,16,19,11
3800,18/01/2020,25,7,12
5642,18/01/2020,6,41,5
6225,18/01/2020,10,30,4
6371,18/01/2020,17,46,2
6700,18/01/2020,13,46,11
6706,18/01/2020,9,32,3
7348,18/01/2020,8,37,12
8790,18/01/2020,6,2,6
9521,18/01/2020,8,48,14
10240,18/01/2020,6,12,17
10519,18/01/2020,3,23,3
11184,18/01/2020,12,8,9
11286,18/01/2020,17,14,5
11466,18/01/2020,16,2,17
11949,18/01/2020,12,17,4
12091,18/01/2020,16,43,3
12199,18/01/2020,7,19,6
12572,18/01/2020,23,46,16
13156,18/01/2020,4,34,9
14090,18/01/2020,23,7,17
14304,18/01/2020,26,9,16
14414,18/01/2020,14,48,7
14654,18/01/2020,21,4,7
14660,18/01/2020,24,40,14
14761,18/01/2020,5,22,15
15430,18/01/2020,11,27,4
15610,18/01/2020,21,27,5
16045,18/01/2020,3,9,6
16184,18/01/2020,18,17,15
16859,18/01/2020,7,46,3
17159,18/01/2020,19,48,16
17347,18/01/2020,8,20,8
17491,18/01/2020,17,39,10
17997,18/01/2020,16,38,13
18496,18/01/2020,13,14,6
18942,18/01/2020,21,36,9
19979,18/01/2020,9,20,2
20172,18/01/2020,9,28,1
20840,18/01/2020,21,28,6
20849,18/01/2020,9,40,6
20855,18/01/2020,5,28,11
21550,18/01/2020,12,20,13
22734,18/01/2020,16,45,2
22753,18/01/2020,6,43,3
22782,18/01/2020,16,16,14
23011,18/01/2020,21,10,7
23090,18/01/2020,18,20,8
23306,18/01/2020,15,10,12
23533,18/01/2020,21,47,15
23975,18/01/2020,25,10,15
24030,18/01/2020,10,49,9
24129,18/01/2020,4,48,8
24575,18/01/2020,4,43,5
214,19/01/2020,15,10,17
391,19/01/2020,6,43,3
537,19/01/2020,21,8,12
680,19/01/2020,17,18,4
811,19/01/2020,23,26,17
1282,19/01/2020,21,26,3
1427,19/01/2020,21,18,13
1428,19/01/2020,16,45,6
1546,19/01/2020,9,32,17
1649,19/01/2020,9,7,2
2217,19/01/2020,2,36,14
2498,19/01/2020,16,18,14
2620,19/01/2020,7,23,2
2881,19/01/2020,19,39,16
2884,19/01/2020,14,35,8
3114,19/01/2020,12,20,6
3144,19/01/2020,14,40,11
3152,19/01/2020,26,2,8
3297,19/01/2020,8,28,2
3586,19/01/2020,20,28,3
4029,19/01/2020,14,19,16
4351,19/01/2020,18,9,6
4479,19/01/2020,20,42,3
4563,19/01/2020,12,48,2
4769,19/01/2020,8,25,13
4816,19/01/2020,18,21,1
5906,19/01/2020,25,16,10
6481,19/01/2020,6,31,5
6969,19/01/2020,5,27,10
7342,19/01/2020,3,36,1
7370,19/01/2020,14,6,14
7428,19/01/2020,25,41,17
7434,19/01/2020,16,36,6
7439,19/01/2020,6,15,9
7484,19/01/2020,25,20,11
7899,19/01/2020,3,24,7
8247,19/01/2020,22,43,17
8337,19/01/2020,21,36,14
8373,19/01/2020,25,34,8
8459,19/01/2020,26,40,11
8504,19/01/2020,15,23,3
8931,19/01/2020,6,41,12
9440,19/01/2020,13,31,14
9442,19/01/2020,4,11,9
9447,19/01/2020,10,16,2
9566,19/01/2020,9,20,11
9671,19/01/2020,9,36,1
9700,19/01/2020,2,19,16
9741,19/01/2020,23,18,12
10143,19/01/2020,19,18,1
