order_index,order_date,product_index,customer_index,order_units
4684,02/01/2017,14,48,3
4840,02/01/2017,4,13,14
4976,02/01/2017,8,34,9
5050,02/01/2017,24,20,11
5055,02/01/2017,7,44,13
5213,02/01/2017,25,14,16
5414,02/01/2017,13,1,9
5608,02/01/2017,14,2,10
5700,02/01/2017,23,45,14
5838,02/01/2017,5,27,13
5882,02/01/2017,6,21,3
5970,02/01/2017,10,7,13
6362,02/01/2017,21,17,8
6428,02/01/2017,16,18,11
6517,02/01/2017,9,27,11
6960,02/01/2017,25,40,12
6999,02/01/2017,7,23,9
7059,02/01/2017,7,32,7
7244,02/01/2017,19,46,4
7631,02/01/2017,13,27,17
7673,02/01/2017,13,24,11
7834,02/01/2017,13,28,2
8772,02/01/2017,4,20,3
8868,02/01/2017,9,4,17
9112,02/01/2017,10,44,15
9185,02/01/2017,1,39,8
9345,02/01/2017,4,33,8
9441,02/01/2017,24,49,16
9511,02/01/2017,12,27,16
9875,02/01/2017,13,13,16
9936,02/01/2017,8,16,8
10043,02/01/2017,12,32,13
10327,02/01/2017,13,17,12
10335,02/01/2017,9,21,6
10601,02/01/2017,10,16,12
10736,02/01/2017,6,46,17
11291,02/01/2017,8,22,15
11698,02/01/2017,2,49,15
11741,02/01/2017,12,32,1
12155,02/01/2017,8,21,4
12417,02/01/2017,7,36,2
12788,02/01/2017,8,13,15
13243,02/01/2017,9,34,17
13521,02/01/2017,9,42,16
13647,02/01/2017,17,46,11
14024,02/01/2017,14,40,11
14200,02/01/2017,15,46,13
14407,02/01/2017,20,21,17
14600,02/01/2017,13,5,6
14710,02/01/2017,8,24,6
15041,02/01/2017,10,36,17
15317,02/01/2017,24,13,15
15954,02/01/2017,6,25,16
16074,02/01/2017,8,48,11
16245,02/01/2017,1,5,8
16523,02/01/2017,24,27,14
17225,02/01/2017,21,16,12
17621,02/01/2017,19,18,5
17724,02/01/2017,21,44,9
18307,02/01/2017,8,31,8
18315,02/01/2017,10,11,9
18704,02/01/2017,5,28,3
19072,02/01/2017,17,22,3
19663,02/01/2017,8,7,11
19792,02/01/2017,25,40,1
19944,02/01/2017,4,29,6
20388,02/01/2017,13,28,14
20748,02/01/2017,20,32,11
21524,02/01/2017,24,16,8
21617,02/01/2017,6,32,13
21756,02/01/2017,4,12,13
22002,02/01/2017,13,13,10
22094,02/01/2017,20,48,17
113,03/01/2017,17,8,12
118,03/01/2017,23,24,4
424,03/01/2017,5,32,12
825,03/01/2017,6,1,11
1461,03/01/2017,24,7,12
1505,03/01/2017,22,27,2
1693,03/01/2017,18,40,15
2116,03/01/2017,14,25,4
2453,03/01/2017,26,7,17
2982,03/01/2017,2,12,1
3775,03/01/2017,23,7,11
3814,03/01/2017,25,27,2
4789,03/01/2017,15,18,10
4890,03/01/2017,25,40,6
5206,03/01/2017,1,38,3
5383,03/01/2017,24,44,15
5405,03/01/2017,6,40,11
5409,03/01/2017,14,18,13
5445,03/01/2017,5,49,16
5803,03/01/2017,9,21,10
6177,03/01/2017,6,49,10
6258,03/01/2017,25,31,11
6342,03/01/2017,24,27,3
6583,03/01/2017,10,42,3
6799,03/01/2017,19,21,17
7020,03/01/2017,5,44,3
7046,03/01/2017,9,16,4
7085,03/01/2017,15,28,3
7576,03/01/2017,18,14,12
8258,03/01/2017,7,20,12
8345,03/01/2017,19,40,11
8781,03/01/2017,12,24,16
9002,03/01/2017,24,24,2
11045,03/01/2017,15,24,9
11091,03/01/2017,26,30,6
11180,03/01/2017,7,10,14
11544,03/01/2017,12,7,14
11677,03/01/2017,6,2,9
11832,03/01/2017,5,12,17
11849,03/01/2017,2,27,9
11921,03/01/2017,22,47,4
12649,03/01/2017,14,22,10
12677,03/01/2017,20,49,11
12798,03/01/2017,23,29,6
13016,03/01/2017,6,42,7
13982,03/01/2017,17,22,14
14695,03/01/2017,6,17,15
15670,03/01/2017,15,13,13
16014,03/01/2017,9,18,2
16089,03/01/2017,23,13,11
16187,03/01/2017,8,11,14
16399,03/01/2017,2,39,4
17504,03/01/2017,2,44,11
17942,03/01/2017,13,7,5
18134,03/01/2017,23,32,10
19202,03/01/2017,2,6,7
19401,03/01/2017,24,17,12
19720,03/01/2017,19,33,7
19731,03/01/2017,17,28,11
19747,03/01/2017,8,16,4
19873,03/01/2017,24,3,17
20253,03/01/2017,13,5,1
20369,03/01/2017,10,9,6
20472,03/01/2017,24,49,16
20674,03/01/2017,15,11,12
20980,03/01/2017,13,39,2
21112,03/01/2017,24,26,3
21117,03/01/2017,13,17,7
21183,03/01/2017,6,40,12
21337,03/01/2017,19,49,14
21632,03/01/2017,15,17,6
21972,03/01/2017,22,24,4
21974,03/01/2017,10,27,13
22016,03/01/2017,14,13,16
22232,03/01/2017,2,3,15
22233,03/01/2017,13,14,7
367,04/01/2017,13,24,6
523,04/01/2017,15,32,11
568,04/01/2017,2,37,16
611,04/01/2017,2,6,17
668,04/01/2017,9,44,3
1024,04/01/2017,21,49,6
1077,04/01/2017,12,2,11
1742,04/01/2017,4,11,5
1920,04/01/2017,16,27,9
2586,04/01/2017,19,32,6
2605,04/01/2017,6,39,9
2988,04/01/2017,20,40,16
3099,04/01/2017,14,27,6
3109,04/01/2017,12,22,14
3278,04/01/2017,6,26,2
3515,04/01/2017,24,17,7
3630,04/01/2017,6,32,2
4253,04/01/2017,19,6,5
5426,04/01/2017,15,47,6
5457,04/01/2017,15,16,5
6038,04/01/2017,13,48,12
6897,04/01/2017,6,1,10
6980,04/01/2017,19,30,17
9289,04/01/2017,25,40,15
9481,04/01/2017,25,48,1
9594,04/01/2017,15,16,9
9949,04/01/2017,2,36,17
9978,04/01/2017,15,32,17
10029,04/01/2017,5,17,5
10176,04/01/2017,16,9,17
10890,04/01/2017,2,1,11
11088,04/01/2017,24,18,7
11227,04/01/2017,15,21,6
11349,04/01/2017,25,3,3
11654,04/01/2017,5,20,12
11776,04/01/2017,23,12,12
11905,04/01/2017,5,6,1
12027,04/01/2017,20,42,13
12053,04/01/2017,6,1,17
13213,04/01/2017,25,32,10
13455,04/01/2017,6,13,6
13511,04/01/2017,23,43,8
13541,04/01/2017,8,5,13
13626,04/01/2017,5,13,13
13917,04/01/2017,2,49,1
13941,04/01/2017,6,28,15
13943,04/01/2017,20,43,12
13997,04/01/2017,13,44,16
14289,04/01/2017,23,48,2
14314,04/01/2017,6,28,3
14364,04/01/2017,5,49,1
14365,04/01/2017,8,26,5
14482,04/01/2017,12,3,10
14821,04/01/2017,15,22,4
14991,04/01/2017,15,3,2
15860,04/01/2017,6,22,16
16412,04/01/2017,1,40,9
16935,04/01/2017,2,5,6
17560,04/01/2017,10,32,10
17596,04/01/2017,24,46,11
17781,04/01/2017,5,21,6
17846,04/01/2017,9,36,6
18036,04/01/2017,4,24,10
18341,04/01/2017,15,49,6
18344,04/01/2017,4,18,4
18766,04/01/2017,8,8,4
18887,04/01/2017,24,11,2
18995,04/01/2017,15,30,11
19230,04/01/2017,14,17,11
19270,04/01/2017,19,33,8
19931,04/01/2017,24,47,9
20033,04/01/2017,5,25,17
20107,04/01/2017,25,45,16
20294,04/01/2017,21,21,3
20879,04/01/2017,5,17,7
21250,04/01/2017,1,30,1
21322,04/01/2017,23,22,16
21486,04/01/2017,6,32,7
21710,04/01/2017,10,9,13
21731,04/01/2017,8,49,2
21801,04/01/2017,7,40,2
21986,04/01/2017,7,47,17
105,05/01/2017,19,49,2
233,05/01/2017,2,16,3
513,05/01/2017,5,8,3
896,05/01/2017,15,21,16
1062,05/01/2017,23,44,10
1274,05/01/2017,8,30,17
1398,05/01/2017,5,22,3
1400,05/01/2017,25,48,4
1551,05/01/2017,8,11,6
1562,05/01/2017,23,42,11
1674,05/01/2017,21,45,11
1759,05/01/2017,16,38,1
2025,05/01/2017,10,49,9
2749,05/01/2017,5,6,16
2785,05/01/2017,13,49,4
3478,05/01/2017,6,4,3
3707,05/01/2017,2,2,1
3950,05/01/2017,19,22,17
4138,05/01/2017,12,24,1
4164,05/01/2017,4,30,8
4497,05/01/2017,20,47,15
4606,05/01/2017,13,37,16
4663,05/01/2017,8,48,5
4755,05/01/2017,4,48,12
5356,05/01/2017,4,16,2
5378,05/01/2017,9,24,7
5381,05/01/2017,24,48,8
5382,05/01/2017,8,39,9
5517,05/01/2017,20,37,9
5548,05/01/2017,6,12,2
6376,05/01/2017,15,18,9
6679,05/01/2017,10,42,1
7072,05/01/2017,20,14,15
7499,05/01/2017,22,24,9
7545,05/01/2017,10,44,11
7607,05/01/2017,23,37,8
7744,05/01/2017,26,3,16
7788,05/01/2017,5,27,2
8294,05/01/2017,9,49,2
8326,05/01/2017,24,5,9
8367,05/01/2017,6,16,10
8626,05/01/2017,10,39,10
8678,05/01/2017,21,49,13
8755,05/01/2017,6,47,10
8862,05/01/2017,12,12,16
9029,05/01/2017,6,44,11
9283,05/01/2017,4,30,16
9493,05/01/2017,7,47,16
9552,05/01/2017,2,27,5
9798,05/01/2017,13,48,6
9858,05/01/2017,23,23,9
9982,05/01/2017,10,12,13
10019,05/01/2017,26,12,5
10032,05/01/2017,9,11,7
10246,05/01/2017,25,45,11
10382,05/01/2017,13,21,9
10503,05/01/2017,8,46,7
12103,05/01/2017,13,49,7
12167,05/01/2017,5,17,14
12587,05/01/2017,2,12,11
12620,05/01/2017,8,44,4
12763,05/01/2017,17,3,12
12873,05/01/2017,26,27,12
13039,05/01/2017,15,27,5
13093,05/01/2017,15,44,17
13290,05/01/2017,19,40,3
13748,05/01/2017,25,40,10
14273,05/01/2017,4,36,3
14316,05/01/2017,15,5,1
14336,05/01/2017,15,42,3
14359,05/01/2017,12,33,3
14386,05/01/2017,23,11,5
14516,05/01/2017,24,16,17
14956,05/01/2017,22,22,13
15031,05/01/2017,4,42,8
15132,05/01/2017,24,28,14
15212,05/01/2017,14,21,3
15244,05/01/2017,22,14,10
15374,05/01/2017,15,40,8
15616,05/01/2017,14,21,2
15775,05/01/2017,19,13,2
15795,05/01/2017,20,3,9
15832,05/01/2017,7,6,6
16065,05/01/2017,10,15,8
16114,05/01/2017,8,27,6
16596,05/01/2017,14,5,6
16940,05/01/2017,23,37,14
17035,05/01/2017,10,22,2
17186,05/01/2017,20,30,2
17243,05/01/2017,25,34,16
17646,05/01/2017,18,1,13
17745,05/01/2017,18,17,15
17749,05/01/2017,2,13,8
17835,05/01/2017,23,24,1
17979,05/01/2017,5,43,10
18062,05/01/2017,13,11,13
18412,05/01/2017,2,17,6
18505,05/01/2017,8,37,7
19029,05/01/2017,19,31,12
19093,05/01/2017,8,34,11
19209,05/01/2017,13,9,3
19212,05/01/2017,20,18,11
19265,05/01/2017,14,32,9
19302,05/01/2017,7,20,10
19314,05/01/2017,13,47,4
19331,05/01/2017,23,42,14
19386,05/01/2017,9,49,16
19497,05/01/2017,1,2,14
19890,05/01/2017,14,24,10
19928,05/01/2017,2,20,17
20467,05/01/2017,13,37,8
20678,05/01/2017,15,13,13
20715,05/01/2017,15,49,10
20742,05/01/2017,15,40,16
20772,05/01/2017,2,49,11
21011,05/01/2017,25,40,1
21148,05/01/2017,13,17,9
21241,05/01/2017,23,12,4
21294,05/01/2017,2,1,1
21561,05/01/2017,17,18,12
21615,05/01/2017,12,13,9
21867,05/01/2017,9,42,15
21908,05/01/2017,17,40,7
21992,05/01/2017,20,14,16
22025,05/01/2017,13,47,10
22306,05/01/2017,17,42,2
705,06/01/2017,17,12,8
903,06/01/2017,25,11,11
2231,06/01/2017,20,13,8
2527,06/01/2017,6,13,6
4071,06/01/2017,24,6,13
4335,06/01/2017,13,21,1
4349,06/01/2017,17,43,8
4669,06/01/2017,2,44,2
4915,06/01/2017,6,6,10
5097,06/01/2017,2,48,12
5175,06/01/2017,4,40,16
5284,06/01/2017,2,20,16
5598,06/01/2017,25,13,12
5639,06/01/2017,5,6,10
6145,06/01/2017,14,27,9
6599,06/01/2017,25,22,4
6722,06/01/2017,22,4,13
7563,06/01/2017,25,16,2
7767,06/01/2017,25,8,2
7942,06/01/2017,24,12,10
8309,06/01/2017,19,40,10
9016,06/01/2017,20,16,16
9802,06/01/2017,6,30,17
10099,06/01/2017,2,16,6
10162,06/01/2017,20,17,6
10308,06/01/2017,15,29,7
10383,06/01/2017,14,21,13
10547,06/01/2017,5,13,3
10759,06/01/2017,15,14,3
11305,06/01/2017,1,1,1
11427,06/01/2017,15,20,11
11827,06/01/2017,9,40,11
12125,06/01/2017,4,21,11
12608,06/01/2017,15,35,7
12711,06/01/2017,1,36,14
13372,06/01/2017,23,21,5
13414,06/01/2017,20,12,3
13666,06/01/2017,15,12,8
14500,06/01/2017,2,17,4
14945,06/01/2017,9,42,9
14978,06/01/2017,4,12,4
15385,06/01/2017,2,1,3
15456,06/01/2017,13,24,17
16390,06/01/2017,7,32,16
16466,06/01/2017,19,18,16
16814,06/01/2017,6,31,6
16945,06/01/2017,15,13,6
17023,06/01/2017,25,37,17
17970,06/01/2017,9,25,6
18037,06/01/2017,25,21,4
18712,06/01/2017,1,32,14
18998,06/01/2017,20,17,13
19191,06/01/2017,23,49,2
19215,06/01/2017,9,32,5
19880,06/01/2017,15,30,2
20151,06/01/2017,4,3,15
20435,06/01/2017,8,36,15
20534,06/01/2017,6,48,3
20965,06/01/2017,19,44,15
21606,06/01/2017,5,8,12
137,07/01/2017,13,48,16
249,07/01/2017,25,19,5
536,07/01/2017,6,18,12
623,07/01/2017,9,46,6
882,07/01/2017,16,48,5
1000,07/01/2017,5,14,15
1247,07/01/2017,15,48,11
1302,07/01/2017,6,1,7
1339,07/01/2017,25,44,8
1387,07/01/2017,6,32,7
1539,07/01/2017,20,42,2
1689,07/01/2017,13,49,1
1872,07/01/2017,13,16,9
2265,07/01/2017,17,34,11
2550,07/01/2017,8,17,7
2592,07/01/2017,4,7,12
2677,07/01/2017,20,6,13
2778,07/01/2017,5,18,6
3110,07/01/2017,19,17,12
3935,07/01/2017,12,2,6
4282,07/01/2017,2,30,9
4382,07/01/2017,16,24,11
4445,07/01/2017,5,2,1
4571,07/01/2017,5,49,5
5172,07/01/2017,25,27,1
5311,07/01/2017,5,14,5
5899,07/01/2017,23,17,3
6118,07/01/2017,24,44,11
6141,07/01/2017,23,14,7
6235,07/01/2017,2,40,11
6304,07/01/2017,6,3,4
6530,07/01/2017,14,14,8
6586,07/01/2017,17,17,5
6985,07/01/2017,25,49,4
7105,07/01/2017,15,12,5
7288,07/01/2017,13,8,4
7462,07/01/2017,19,16,15
7617,07/01/2017,1,17,2
7780,07/01/2017,1,32,7
8331,07/01/2017,15,43,7
8435,07/01/2017,6,49,4
8506,07/01/2017,6,27,6
8622,07/01/2017,5,32,14
8651,07/01/2017,16,40,6
8882,07/01/2017,15,22,14
8971,07/01/2017,8,21,2
8978,07/01/2017,12,5,16
9215,07/01/2017,20,27,1
9699,07/01/2017,13,14,9
9708,07/01/2017,4,20,16
9806,07/01/2017,7,18,6
10237,07/01/2017,20,37,14
10272,07/01/2017,20,14,9
10441,07/01/2017,2,22,5
10550,07/01/2017,17,39,17
10686,07/01/2017,13,13,16
11089,07/01/2017,4,39,1
11192,07/01/2017,4,37,12
11461,07/01/2017,15,43,2
11516,07/01/2017,15,16,3
11608,07/01/2017,1,6,10
11940,07/01/2017,9,32,8
12052,07/01/2017,15,42,11
12314,07/01/2017,2,39,1
12381,07/01/2017,5,1,9
12416,07/01/2017,5,22,4
12899,07/01/2017,5,26,4
13331,07/01/2017,4,44,1
13520,07/01/2017,17,48,9
13709,07/01/2017,14,45,8
13712,07/01/2017,7,27,4
13904,07/01/2017,23,39,9
14162,07/01/2017,15,18,12
14179,07/01/2017,2,13,7
14562,07/01/2017,13,27,14
14645,07/01/2017,18,18,4
14985,07/01/2017,6,14,1
15116,07/01/2017,9,3,10
15173,07/01/2017,25,28,6
15315,07/01/2017,19,42,16
15345,07/01/2017,2,46,6
15546,07/01/2017,13,42,9
15690,07/01/2017,5,11,4
15855,07/01/2017,20,13,13
15869,07/01/2017,25,7,7
15893,07/01/2017,14,21,6
16005,07/01/2017,20,46,8
16101,07/01/2017,9,27,5
16351,07/01/2017,6,2,2
16375,07/01/2017,25,47,1
16409,07/01/2017,14,24,8
16470,07/01/2017,8,21,8
16942,07/01/2017,14,14,1
17139,07/01/2017,19,14,14
17145,07/01/2017,24,42,6
18063,07/01/2017,7,32,9
18079,07/01/2017,1,39,11
18124,07/01/2017,15,6,13
18157,07/01/2017,6,30,11
18285,07/01/2017,24,47,10
18609,07/01/2017,26,14,11
18711,07/01/2017,7,16,3
18764,07/01/2017,21,16,15
19109,07/01/2017,5,14,7
19155,07/01/2017,2,38,17
19170,07/01/2017,7,36,6
19355,07/01/2017,10,2,1
19709,07/01/2017,2,39,13
19970,07/01/2017,15,21,4
20215,07/01/2017,20,21,3
20302,07/01/2017,4,48,15
20712,07/01/2017,14,21,9
20756,07/01/2017,10,20,8
21098,07/01/2017,24,42,12
21789,07/01/2017,7,11,11
21803,07/01/2017,6,30,9
22001,07/01/2017,20,35,16
22310,07/01/2017,15,16,17
1310,08/01/2017,12,26,10
1945,08/01/2017,15,34,14
2745,08/01/2017,12,42,2
2830,08/01/2017,19,7,16
4739,08/01/2017,12,16,7
5708,08/01/2017,5,13,7
7118,08/01/2017,16,28,11
7228,08/01/2017,25,12,9
8426,08/01/2017,20,35,4
8898,08/01/2017,9,30,5
9863,08/01/2017,12,30,11
10669,08/01/2017,24,42,7
12080,08/01/2017,14,43,16
12808,08/01/2017,8,15,14
12904,08/01/2017,4,39,2
13389,08/01/2017,1,28,17
13842,08/01/2017,9,22,1
14301,08/01/2017,20,5,3
14632,08/01/2017,20,12,14
15018,08/01/2017,8,48,6
15133,08/01/2017,4,32,1
15307,08/01/2017,25,26,7
15890,08/01/2017,8,36,11
17034,08/01/2017,15,37,16
18240,08/01/2017,2,24,17
18498,08/01/2017,15,31,4
18583,08/01/2017,17,10,2
19584,08/01/2017,24,28,15
19743,08/01/2017,25,8,12
19830,08/01/2017,24,12,1
21530,08/01/2017,26,17,2
21571,08/01/2017,20,3,11
136,09/01/2017,22,42,14
331,09/01/2017,24,41,15
370,09/01/2017,23,17,7
399,09/01/2017,20,44,17
560,09/01/2017,22,20,1
789,09/01/2017,20,30,3
1057,09/01/2017,5,35,14
1158,09/01/2017,6,18,5
2720,09/01/2017,24,11,15
2821,09/01/2017,25,32,1
3009,09/01/2017,24,30,8
3137,09/01/2017,19,7,13
3532,09/01/2017,14,3,9
3682,09/01/2017,9,27,17
3724,09/01/2017,2,13,12
3875,09/01/2017,8,30,13
4224,09/01/2017,8,6,12
4801,09/01/2017,2,21,1
5042,09/01/2017,15,13,8
5140,09/01/2017,19,32,4
5374,09/01/2017,8,33,12
5832,09/01/2017,25,30,3
6003,09/01/2017,8,30,9
6068,09/01/2017,10,48,1
6581,09/01/2017,2,47,8
6641,09/01/2017,10,42,16
6653,09/01/2017,19,10,10
6757,09/01/2017,25,32,2
6958,09/01/2017,2,22,14
7369,09/01/2017,25,30,11
7646,09/01/2017,24,49,12
7958,09/01/2017,2,32,10
8028,09/01/2017,10,30,4
8440,09/01/2017,22,16,15
8847,09/01/2017,5,24,7
8910,09/01/2017,23,16,12
9143,09/01/2017,20,2,8
9400,09/01/2017,6,46,1
9478,09/01/2017,13,48,17
9689,09/01/2017,8,48,5
10012,09/01/2017,20,28,14
10228,09/01/2017,10,42,13
10238,09/01/2017,4,14,9
10651,09/01/2017,6,16,10
11219,09/01/2017,13,43,10
11965,09/01/2017,8,3,9
12020,09/01/2017,6,6,3
12911,09/01/2017,7,22,3
13281,09/01/2017,10,45,4
13384,09/01/2017,8,17,7
13437,09/01/2017,2,31,5
13976,09/01/2017,15,17,3
14154,09/01/2017,10,12,13
15138,09/01/2017,13,46,10
15261,09/01/2017,5,14,10
15493,09/01/2017,13,30,13
15512,09/01/2017,15,37,9
15845,09/01/2017,6,6,16
15936,09/01/2017,20,13,8
15943,09/01/2017,13,24,16
16688,09/01/2017,25,20,12
16929,09/01/2017,15,39,4
17326,09/01/2017,24,7,10
17953,09/01/2017,2,32,1
19599,09/01/2017,16,22,4
19630,09/01/2017,7,32,6
19728,09/01/2017,22,14,3
19846,09/01/2017,24,39,4
20225,09/01/2017,10,4,3
20233,09/01/2017,12,16,1
20361,09/01/2017,26,32,4
20826,09/01/2017,25,39,15
20832,09/01/2017,12,18,12
21066,09/01/2017,15,40,8
21677,09/01/2017,2,31,5
21730,09/01/2017,9,17,15
22169,09/01/2017,6,17,12
22222,09/01/2017,4,16,1
22237,09/01/2017,15,24,14
22271,09/01/2017,12,40,6
849,10/01/2017,14,3,11
1028,10/01/2017,2,49,1
2042,10/01/2017,25,2,5
2817,10/01/2017,24,28,7
3708,10/01/2017,16,22,4
3768,10/01/2017,24,32,16
3973,10/01/2017,7,24,6
4489,10/01/2017,5,30,3
5194,10/01/2017,7,42,8
5330,10/01/2017,2,5,6
5799,10/01/2017,14,17,5
6297,10/01/2017,25,5,15
7405,10/01/2017,4,42,5
7671,10/01/2017,9,49,10
8731,10/01/2017,9,30,17
9569,10/01/2017,26,39,11
9881,10/01/2017,24,22,13
11980,10/01/2017,4,47,10
12495,10/01/2017,4,40,4
12670,10/01/2017,8,17,13
14627,10/01/2017,8,5,7
14935,10/01/2017,25,46,4
15483,10/01/2017,2,20,5
16904,10/01/2017,26,30,2
18629,10/01/2017,2,14,13
19504,10/01/2017,8,39,12
20716,10/01/2017,1,27,5
21463,10/01/2017,2,5,10
21592,10/01/2017,2,4,3
22276,10/01/2017,19,14,5
160,11/01/2017,15,5,5
209,11/01/2017,5,9,15
715,11/01/2017,14,4,14
1154,11/01/2017,22,16,7
1909,11/01/2017,2,1,10
2012,11/01/2017,8,33,9
2168,11/01/2017,13,2,1
2249,11/01/2017,1,49,5
2804,11/01/2017,8,48,10
2847,11/01/2017,6,49,6
3046,11/01/2017,6,14,17
3094,11/01/2017,8,30,15
3430,11/01/2017,19,43,2
4498,11/01/2017,22,16,4
4569,11/01/2017,2,21,16
4901,11/01/2017,6,14,13
5054,11/01/2017,12,24,1
5092,11/01/2017,13,16,2
6365,11/01/2017,20,16,5
6705,11/01/2017,4,2,16
7028,11/01/2017,12,28,14
7166,11/01/2017,22,40,14
7431,11/01/2017,12,5,4
7454,11/01/2017,13,40,6
7485,11/01/2017,8,8,1
7504,11/01/2017,13,8,15
7636,11/01/2017,10,14,7
7841,11/01/2017,7,30,11
7960,11/01/2017,6,16,11
8080,11/01/2017,26,36,2
8368,11/01/2017,8,42,17
9108,11/01/2017,5,3,7
9373,11/01/2017,23,32,6
9492,11/01/2017,19,19,13
9625,11/01/2017,2,17,6
9735,11/01/2017,7,44,17
9788,11/01/2017,5,44,5
9845,11/01/2017,25,20,3
10627,11/01/2017,13,39,17
10668,11/01/2017,14,47,13
10746,11/01/2017,13,43,16
10825,11/01/2017,4,43,6
11200,11/01/2017,20,48,5
11317,11/01/2017,17,36,1
11383,11/01/2017,14,22,13
11494,11/01/2017,4,27,14
11859,11/01/2017,23,20,10
12601,11/01/2017,9,12,5
13081,11/01/2017,8,16,1
13338,11/01/2017,9,37,2
15013,11/01/2017,19,16,11
15117,11/01/2017,6,14,15
15225,11/01/2017,7,45,8
15302,11/01/2017,13,38,1
15686,11/01/2017,8,21,11
15774,11/01/2017,16,48,15
15988,11/01/2017,6,49,2
16034,11/01/2017,19,8,15
16100,11/01/2017,13,40,8
16232,11/01/2017,13,24,12
16636,11/01/2017,23,4,4
17216,11/01/2017,7,18,2
17410,11/01/2017,13,7,17
17697,11/01/2017,13,16,9
18025,11/01/2017,13,22,11
18257,11/01/2017,5,48,8
18311,11/01/2017,12,28,7
18522,11/01/2017,5,9,12
18951,11/01/2017,19,22,14
18953,11/01/2017,19,18,15
19071,11/01/2017,11,37,1
19652,11/01/2017,6,37,14
20017,11/01/2017,24,20,3
21276,11/01/2017,2,28,14
22265,11/01/2017,9,39,1
493,12/01/2017,7,27,8
626,12/01/2017,4,3,9
2111,12/01/2017,25,32,10
2257,12/01/2017,8,21,14
2790,12/01/2017,8,37,2
3333,12/01/2017,12,8,17
4462,12/01/2017,22,5,14
6100,12/01/2017,23,5,13
7741,12/01/2017,5,6,5
8222,12/01/2017,5,47,8
10944,12/01/2017,18,8,10
11485,12/01/2017,25,44,15
11716,12/01/2017,8,33,9
12309,12/01/2017,20,4,9
12737,12/01/2017,16,2,3
14327,12/01/2017,15,47,7
14628,12/01/2017,12,13,11
14739,12/01/2017,4,49,1
16166,12/01/2017,5,22,15
17086,12/01/2017,19,28,3
17975,12/01/2017,20,49,5
18454,12/01/2017,16,14,13
18562,12/01/2017,13,36,12
18671,12/01/2017,17,41,15
19819,12/01/2017,12,1,13
20520,12/01/2017,8,18,2
21583,12/01/2017,4,24,1
22195,12/01/2017,13,11,2
763,13/01/2017,12,46,9
833,13/01/2017,26,8,15
850,13/01/2017,1,29,17
1037,13/01/2017,26,39,12
1630,13/01/2017,7,22,2
1812,13/01/2017,13,14,12
1828,13/01/2017,15,24,10
2049,13/01/2017,9,45,11
2178,13/01/2017,6,32,14
2492,13/01/2017,25,3,4
3018,13/01/2017,26,11,14
